Clinical_category,Episode_type,Episode_name,def_sub,spec_cd,Spec_desc,Spec_type
GI system diseases,OP/ASC Procedure,EGD endoscopy,PPI_OP_PROC_P209,10,Gastroenterology,SCP
GI system diseases,OP/ASC Procedure,ERCP,PPI_OP_PROC_P210,02,General surgery,PROC
GI system diseases,OP/ASC Procedure,ERCP,PPI_OP_PROC_P210,10,Gastroenterology,SCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,50,Nurse practitioner,MPCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,89,Certified clinical nurse specialist,MPCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,97,Physician assistant,MPCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,01,General practice,PCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,08,Family practice,PCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,11,Internal medicine,PCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,38,Geriatric medicine,PCP
GU system diseases,Chronic Medical,Benign Prostatic Hyperplasia,PPI_CH_MED_Y265,34,Urology,SCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,50,Nurse practitioner,MPCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,89,Certified clinical nurse specialist,MPCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,97,Physician assistant,MPCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,01,General practice,PCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,08,Family practice,PCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,11,Internal medicine,PCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,37,Pediatric medicine,PCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,38,Geriatric medicine,PCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,16,Obstetrics/gynecology,SCP
GU system diseases,Chronic Medical,Bladder dysfunction,PPI_CH_MED_Y263,34,Urology,SCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,50,Nurse practitioner,MPCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,89,Certified clinical nurse specialist,MPCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,97,Physician assistant,MPCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,01,General practice,PCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,08,Family practice,PCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,11,Internal medicine,PCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,38,Geriatric medicine,PCP
GU system diseases,Chronic Medical,Chronic Kidney Disease,PPI_CH_MED_Y007,39,Nephrology,SCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,01,General practice,PCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,08,Family practice,PCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,11,Internal medicine,PCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,38,Geriatric medicine,PCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,16,Obstetrics/gynecology,SCP
GU system diseases,Chronic Medical,Pelvic floor relaxation/prolapse,PPI_CH_MED_Y267,34,Urology,SCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,01,General practice,PCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,08,Family practice,PCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,11,Internal medicine,PCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,37,Pediatric medicine,PCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,38,Geriatric medicine,PCP
GU system diseases,Chronic Medical,Urinary stone disease,PPI_CH_MED_Y259,34,Urology,SCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,01,General practice,PCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,08,Family practice,PCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,11,Internal medicine,PCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,38,Geriatric medicine,PCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,39,Nephrology,SCP
GU system diseases,IP Medical,Renal failure,PPI_IP_MED_M072,C6,Hospitalist,SCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,01,General practice,PCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,08,Family practice,PCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,11,Internal medicine,PCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,37,Pediatric medicine,PCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,38,Geriatric medicine,PCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,34,Urology,SCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,39,Nephrology,SCP
GU system diseases,IP Medical,Urinary stones,PPI_IP_MED_M076,C6,Hospitalist,SCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,01,General practice,PCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,08,Family practice,PCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,11,Internal medicine,PCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,37,Pediatric medicine,PCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,38,Geriatric medicine,PCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,34,Urology,SCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,44,Infectious disease,SCP
GU system diseases,IP Medical,Urinary tract infection,PPI_IP_MED_M075,C6,Hospitalist,SCP
GU system diseases,IP Procedure,Cystectomy,PPI_IP_PROC_P66,02,General surgery,PROC
GU system diseases,IP Procedure,Cystectomy,PPI_IP_PROC_P66,34,Urology,SCP
GU system diseases,IP Procedure,Kidney transplant,PPI_IP_PROC_P65,02,General surgery,PROC
GU system diseases,IP Procedure,Kidney transplant,PPI_IP_PROC_P65,34,Urology,SCP
GU system diseases,IP Procedure,Nephrectomy,PPI_IP_PROC_P64,02,General surgery,PROC
GU system diseases,IP Procedure,Nephrectomy,PPI_IP_PROC_P64,34,Urology,SCP
GU system diseases,IP Procedure,Transurethral procedures,PPI_IP_PROC_P69,02,General surgery,PROC
GU system diseases,IP Procedure,Transurethral procedures,PPI_IP_PROC_P69,34,Urology,SCP
GU system diseases,IP or OP/ASC Procedure,Hysterectomy,PPI_IOP_PROC_P75,02,General surgery,PROC
GU system diseases,IP or OP/ASC Procedure,Hysterectomy,PPI_IOP_PROC_P75,16,Obstetrics/gynecology,SCP
GU system diseases,IP or OP/ASC Procedure,Hysterectomy,PPI_IOP_PROC_P75,98,Gynecological/oncology,SCP
GU system diseases,IP or OP/ASC Procedure,Open prostatectomy,PPI_IOP_PROC_P70,02,General surgery,PROC
GU system diseases,IP or OP/ASC Procedure,Open prostatectomy,PPI_IOP_PROC_P70,34,Urology,SCP
GU system diseases,IP or OP/ASC Procedure,TURP,PPI_IOP_PROC_P74,02,General surgery,PROC
GU system diseases,IP or OP/ASC Procedure,TURP,PPI_IOP_PROC_P74,34,Urology,SCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,01,General practice,PCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,08,Family practice,PCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Acute kidney failure,PPI_AC_MED_X318,39,Nephrology,SCP
GU system diseases,OP Acute Medical,Inflammatory diseases of prostate,PPI_AC_MED_X034,01,General practice,PCP
GU system diseases,OP Acute Medical,Inflammatory diseases of prostate,PPI_AC_MED_X034,08,Family practice,PCP
GU system diseases,OP Acute Medical,Inflammatory diseases of prostate,PPI_AC_MED_X034,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Inflammatory diseases of prostate,PPI_AC_MED_X034,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Inflammatory diseases of prostate,PPI_AC_MED_X034,34,Urology,SCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,01,General practice,PCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,08,Family practice,PCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,34,Urology,SCP
GU system diseases,OP Acute Medical,Kidney cyst,PPI_AC_MED_X322,39,Nephrology,SCP
GU system diseases,OP Acute Medical,Male erectile dysfunction,PPI_AC_MED_X329,01,General practice,PCP
GU system diseases,OP Acute Medical,Male erectile dysfunction,PPI_AC_MED_X329,08,Family practice,PCP
GU system diseases,OP Acute Medical,Male erectile dysfunction,PPI_AC_MED_X329,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Male erectile dysfunction,PPI_AC_MED_X329,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Male erectile dysfunction,PPI_AC_MED_X329,34,Urology,SCP
GU system diseases,OP Acute Medical,Menopausal disorders,PPI_AC_MED_X083,01,General practice,PCP
GU system diseases,OP Acute Medical,Menopausal disorders,PPI_AC_MED_X083,08,Family practice,PCP
GU system diseases,OP Acute Medical,Menopausal disorders,PPI_AC_MED_X083,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Menopausal disorders,PPI_AC_MED_X083,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Menopausal disorders,PPI_AC_MED_X083,16,Obstetrics/gynecology,SCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,01,General practice,PCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,08,Family practice,PCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,34,Urology,SCP
GU system diseases,OP Acute Medical,Nephritis and nephropathy,PPI_AC_MED_X561,39,Nephrology,SCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,01,General practice,PCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,08,Family practice,PCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,16,Obstetrics/gynecology,SCP
GU system diseases,OP Acute Medical,Ovarian cyst,PPI_AC_MED_X346,98,Gynecological/oncology,SCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,50,Nurse practitioner,MPCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,89,Certified clinical nurse specialist,MPCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,97,Physician assistant,MPCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,01,General practice,PCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,08,Family practice,PCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,16,Obstetrics/gynecology,SCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,34,Urology,SCP
GU system diseases,OP Acute Medical,UTI,PPI_AC_MED_X039,44,Infectious disease,SCP
GU system diseases,OP Acute Medical,Urinary obstruction,PPI_AC_MED_X319,01,General practice,PCP
GU system diseases,OP Acute Medical,Urinary obstruction,PPI_AC_MED_X319,08,Family practice,PCP
GU system diseases,OP Acute Medical,Urinary obstruction,PPI_AC_MED_X319,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Urinary obstruction,PPI_AC_MED_X319,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Urinary obstruction,PPI_AC_MED_X319,34,Urology,SCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,50,Nurse practitioner,MPCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,89,Certified clinical nurse specialist,MPCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,97,Physician assistant,MPCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,01,General practice,PCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,08,Family practice,PCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,11,Internal medicine,PCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,37,Pediatric medicine,PCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,38,Geriatric medicine,PCP
GU system diseases,OP Acute Medical,Vulvovaginitis,PPI_AC_MED_X040,16,Obstetrics/gynecology,SCP
GU system diseases,OP/ASC Procedure,Colpopexy,PPI_OP_PROC_P207,16,Obstetrics/gynecology,SCP
GU system diseases,OP/ASC Procedure,Colpopexy,PPI_OP_PROC_P207,34,Urology,SCP
GU system diseases,OP/ASC Procedure,Colporrhaphy,PPI_OP_PROC_P208,16,Obstetrics/gynecology,SCP
GU system diseases,OP/ASC Procedure,Colporrhaphy,PPI_OP_PROC_P208,34,Urology,SCP
GU system diseases,OP/ASC or Office Procedure,Urinary endoscopy,PPI_PR_PROC_P501,34,Urology,SCP
Infectious diseases,Chronic Medical,HIV/AIDS,PPI_CH_MED_Y013,01,General practice,PCP
Infectious diseases,Chronic Medical,HIV/AIDS,PPI_CH_MED_Y013,08,Family practice,PCP
Infectious diseases,Chronic Medical,HIV/AIDS,PPI_CH_MED_Y013,11,Internal medicine,PCP
Infectious diseases,Chronic Medical,HIV/AIDS,PPI_CH_MED_Y013,38,Geriatric medicine,PCP
Infectious diseases,Chronic Medical,HIV/AIDS,PPI_CH_MED_Y013,44,Infectious disease,SCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,01,General practice,PCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,08,Family practice,PCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,11,Internal medicine,PCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,38,Geriatric medicine,PCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,10,Gastroenterology,SCP
Infectious diseases,Chronic Medical,Hepatitis c (chronic),PPI_CH_MED_Y012,44,Infectious disease,SCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,01,General practice,PCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,08,Family practice,PCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,11,Internal medicine,PCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,37,Pediatric medicine,PCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,38,Geriatric medicine,PCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,44,Infectious disease,SCP
Infectious diseases,IP Medical,Sepsis,PPI_IP_MED_M092,C6,Hospitalist,SCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,50,Nurse practitioner,MPCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,89,Certified clinical nurse specialist,MPCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,97,Physician assistant,MPCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,01,General practice,PCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,08,Family practice,PCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,11,Internal medicine,PCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,37,Pediatric medicine,PCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,38,Geriatric medicine,PCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,07,Dermatology,SCP
Infectious diseases,OP Acute Medical,Candida infection,PPI_AC_MED_X504,44,Infectious disease,SCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,50,Nurse practitioner,MPCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,89,Certified clinical nurse specialist,MPCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,97,Physician assistant,MPCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,01,General practice,PCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,08,Family practice,PCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,11,Internal medicine,PCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,37,Pediatric medicine,PCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,38,Geriatric medicine,PCP
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,20,Orthopedic surgery,PROC
Injury,OP Acute Medical,Ankle/foot contusion/laceration,PPI_AC_MED_X438,48,Podiatry,PROC
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,50,Nurse practitioner,MPCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,89,Certified clinical nurse specialist,MPCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,97,Physician assistant,MPCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,01,General practice,PCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,08,Family practice,PCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,11,Internal medicine,PCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,37,Pediatric medicine,PCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,38,Geriatric medicine,PCP
Injury,OP Acute Medical,Open wound of head,PPI_AC_MED_X366,24,Plastic and reconstructive surgery,PROC
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,50,Nurse practitioner,MPCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,89,Certified clinical nurse specialist,MPCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,97,Physician assistant,MPCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,01,General practice,PCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,08,Family practice,PCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,11,Internal medicine,PCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,37,Pediatric medicine,PCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,38,Geriatric medicine,PCP
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,20,Orthopedic surgery,PROC
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,40,Hand surgery,PROC
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,48,Podiatry,PROC
Injury,OP Acute Medical,Superficial injury of extremity,PPI_AC_MED_X395,07,Dermatology,SCP
Injury,OP Acute Medical,Superficial injury of head,PPI_AC_MED_X362,50,Nurse practitioner,MPCP
