HCPCS/CPT Code	Short Description	In CY2019 Included List?	In CY2020 Included List?	Footnote
28107	Remove/graft foot lesion	yes	yes	
28108	Removal of toe lesions	yes	yes	
28110	Part removal of metatarsal	yes	yes	
28111	Part removal of metatarsal	yes	yes	
28112	Part removal of metatarsal	yes	yes	
28113	Part removal of metatarsal	yes	yes	
28114	Removal of metatarsal heads	yes	yes	
28116	Revision of foot	yes	yes	
28118	Removal of heel bone	yes	yes	
28119	Removal of heel spur	yes	yes	
28120	Part removal of ankle/heel	yes	yes	
28122	Partial removal of foot bone	yes	yes	
28124	Partial removal of toe	yes	yes	
28126	Partial removal of toe	yes	yes	
28130	Removal of ankle bone	yes	yes	
28140	Removal of metatarsal	yes	yes	
28150	Removal of toe	yes	yes	
28153	Partial removal of toe	yes	yes	
28160	Partial removal of toe	yes	yes	
28171	Resect tarsal tumor	yes	yes	
28173	Resect metatarsal tumor	yes	yes	
28175	Resect phalanx of toe tumor	yes	yes	
28190	Removal of foot foreign body	yes	yes	
28192	Removal of foot foreign body	yes	yes	
28193	Removal of foot foreign body	yes	yes	
28200	Repair of foot tendon	yes	yes	
28202	Repair/graft of foot tendon	yes	yes	
28208	Repair of foot tendon	yes	yes	
28210	Repair/graft of foot tendon	yes	yes	
28220	Release of foot tendon	yes	yes	
28222	Release of foot tendons	yes	yes	
28225	Release of foot tendon	yes	yes	
28226	Release of foot tendons	yes	yes	
28230	Incision of foot tendon(s)	yes	yes	
28232	Incision of toe tendon	yes	yes	
28234	Incision of foot tendon	yes	yes	
28238	Revision of foot tendon	yes	yes	
28240	Release of big toe	yes	yes	
28250	Revision of foot fascia	yes	yes	
28260	Release of midfoot joint	yes	yes	
28261	Revision of foot tendon	yes	yes	
28262	Revision of foot and ankle	yes	yes	
28264	Release of midfoot joint	yes	yes	
28270	Release of foot contracture	yes	yes	
28272	Release of toe joint each	yes	yes	
28280	Fusion of toes	yes	yes	
28285	Repair of hammertoe	yes	yes	
28286	Repair of hammertoe	yes	yes	
28288	Partial removal of foot bone	yes	yes	
28289	Corrj halux rigdus w/o implt	yes	yes	
28291	Corrj halux rigdus w/implt	yes	yes	
28292	Correction hallux valgus	yes	yes	
28295	Correction hallux valgus	yes	yes	
28296	Correction hallux valgus	yes	yes	
28297	Correction hallux valgus	yes	yes	
28298	Correction hallux valgus	yes	yes	
28299	Correction hallux valgus	yes	yes	
28300	Incision of heel bone	yes	yes	
28302	Incision of ankle bone	yes	yes	
28304	Incision of midfoot bones	yes	yes	
28305	Incise/graft midfoot bones	yes	yes	
28306	Incision of metatarsal	yes	yes	
28307	Incision of metatarsal	yes	yes	
28308	Incision of metatarsal	yes	yes	
28309	Incision of metatarsals	yes	yes	
28310	Revision of big toe	yes	yes	
28312	Revision of toe	yes	yes	
28313	Repair deformity of toe	yes	yes	
28315	Removal of sesamoid bone	yes	yes	
28320	Repair of foot bones	yes	yes	
28322	Repair of metatarsals	yes	yes	
28340	Resect enlarged toe tissue	yes	yes	
28341	Resect enlarged toe	yes	yes	
28344	Repair extra toe(s)	yes	yes	
28345	Repair webbed toe(s)	yes	yes	
28360	Reconstruct cleft foot	yes	yes	
28400	Treatment of heel fracture	yes	yes	
28405	Treatment of heel fracture	yes	yes	
28406	Treatment of heel fracture	yes	yes	
28415	Treat heel fracture	yes	yes	
28420	Treat/graft heel fracture	yes	yes	
28430	Treatment of ankle fracture	yes	yes	
28435	Treatment of ankle fracture	yes	yes	
28436	Treatment of ankle fracture	yes	yes	
28445	Treat ankle fracture	yes	yes	
28446	Osteochondral talus autogrft	yes	yes	
28450	Treat midfoot fracture each	yes	yes	
28455	Treat midfoot fracture each	yes	yes	
28456	Treat midfoot fracture	yes	yes	
28465	Treat midfoot fracture each	yes	yes	
28470	Treat metatarsal fracture	yes	yes	
28475	Treat metatarsal fracture	yes	yes	
28476	Treat metatarsal fracture	yes	yes	
28485	Treat metatarsal fracture	yes	yes	
28490	Treat big toe fracture	yes	yes	
28495	Treat big toe fracture	yes	yes	
28496	Treat big toe fracture	yes	yes	
28505	Treat big toe fracture	yes	yes	
28510	Treatment of toe fracture	yes	yes	
28515	Treatment of toe fracture	yes	yes	
28525	Treat toe fracture	yes	yes	
28530	Treat sesamoid bone fracture	yes	yes	
28531	Treat sesamoid bone fracture	yes	yes	
28540	Treat foot dislocation	yes	yes	
28545	Treat foot dislocation	yes	yes	
28546	Treat foot dislocation	yes	yes	
28555	Repair foot dislocation	yes	yes	
28570	Treat foot dislocation	yes	yes	
28575	Treat foot dislocation	yes	yes	
28576	Treat foot dislocation	yes	yes	
28585	Repair foot dislocation	yes	yes	
28600	Treat foot dislocation	yes	yes	
28605	Treat foot dislocation	yes	yes	
28606	Treat foot dislocation	yes	yes	
28615	Repair foot dislocation	yes	yes	
28630	Treat toe dislocation	yes	yes	
28635	Treat toe dislocation	yes	yes	
28636	Treat toe dislocation	yes	yes	
28645	Repair toe dislocation	yes	yes	
28660	Treat toe dislocation	yes	yes	
28665	Treat toe dislocation	yes	yes	
28666	Treat toe dislocation	yes	yes	
28675	Repair of toe dislocation	yes	yes	
28705	Fusion of foot bones	yes	yes	
28715	Fusion of foot bones	yes	yes	
28725	Fusion of foot bones	yes	yes	
28730	Fusion of foot bones	yes	yes	
28735	Fusion of foot bones	yes	yes	
28737	Revision of foot bones	yes	yes	
28740	Fusion of foot bones	yes	yes	
28750	Fusion of big toe joint	yes	yes	
28755	Fusion of big toe joint	yes	yes	
28760	Fusion of big toe joint	yes	yes	
28800	Amputation of midfoot	yes	yes	
28805	Amputation thru metatarsal	yes	yes	
28810	Amputation toe & metatarsal	yes	yes	
28820	Amputation of toe	yes	yes	
28825	Partial amputation of toe	yes	yes	
28890	Hi enrgy eswt plantar fascia	yes	yes	
28899	Foot/toes surgery procedure	yes	yes	
29000	Application of body cast	yes	yes	
29010	Application of body cast	yes	yes	
29015	Application of body cast	yes	yes	
29035	Application of body cast	yes	yes	
29040	Application of body cast	yes	yes	
29044	Application of body cast	yes	yes	
29046	Application of body cast	yes	yes	
29049	Application of figure eight	yes	yes	
29055	Application of shoulder cast	yes	yes	
29058	Application of shoulder cast	yes	yes	
29065	Application of long arm cast	yes	yes	
29075	Application of forearm cast	yes	yes	
29085	Apply hand/wrist cast	yes	yes	
29086	Apply finger cast	yes	yes	
29105	Apply long arm splint	yes	yes	
29125	Apply forearm splint	yes	yes	
29126	Apply forearm splint	yes	yes	
29130	Application of finger splint	yes	yes	
29131	Application of finger splint	yes	yes	
29200	Strapping of chest	yes	yes	
29240	Strapping of shoulder	yes	yes	
29260	Strapping of elbow or wrist	yes	yes	
29280	Strapping of hand or finger	yes	yes	
29305	Application of hip cast	yes	yes	
29325	Application of hip casts	yes	yes	
29345	Application of long leg cast	yes	yes	
29355	Application of long leg cast	yes	yes	
29358	Apply long leg cast brace	yes	yes	
29365	Application of long leg cast	yes	yes	
29405	Apply short leg cast	yes	yes	
29425	Apply short leg cast	yes	yes	
29435	Apply short leg cast	yes	yes	
29440	Addition of walker to cast	yes	yes	
29445	Apply rigid leg cast	yes	yes	
29450	Application of leg cast	yes	yes	
29505	Application long leg splint	yes	yes	
29515	Application lower leg splint	yes	yes	
29520	Strapping of hip	yes	yes	
29530	Strapping of knee	yes	yes	
29540	Strapping of ankle and/or ft	yes	yes	
29550	Strapping of toes	yes	yes	
29580	Application of paste boot	yes	yes	
29581	Apply multlay comprs lwr leg	yes	yes	
29584	Appl multlay comprs arm/hand	yes	yes	
29700	Removal/revision of cast	yes	yes	
29705	Removal/revision of cast	yes	yes	
29710	Removal/revision of cast	yes	yes	
29720	Repair of body cast	yes	yes	
29730	Windowing of cast	yes	yes	
29740	Wedging of cast	yes	yes	
29750	Wedging of clubfoot cast	yes	yes	
29799	Casting/strapping procedure	yes	yes	
29800	Jaw arthroscopy/surgery	yes	yes	
29804	Jaw arthroscopy/surgery	yes	yes	
29805	Shoulder arthroscopy dx	yes	yes	
29806	Shoulder arthroscopy/surgery	yes	yes	
29807	Shoulder arthroscopy/surgery	yes	yes	
29819	Shoulder arthroscopy/surgery	yes	yes	
29820	Shoulder arthroscopy/surgery	yes	yes	
29821	Shoulder arthroscopy/surgery	yes	yes	
29822	Shoulder arthroscopy/surgery	yes	yes	
29823	Shoulder arthroscopy/surgery	yes	yes	
29824	Shoulder arthroscopy/surgery	yes	yes	
29825	Shoulder arthroscopy/surgery	yes	yes	
29827	Arthroscop rotator cuff repr	yes	yes	
29828	Arthroscopy biceps tenodesis	yes	yes	
29830	Elbow arthroscopy	yes	yes	
29834	Elbow arthroscopy/surgery	yes	yes	
29835	Elbow arthroscopy/surgery	yes	yes	
29836	Elbow arthroscopy/surgery	yes	yes	
29837	Elbow arthroscopy/surgery	yes	yes	
29838	Elbow arthroscopy/surgery	yes	yes	
29840	Wrist arthroscopy	yes	yes	
29843	Wrist arthroscopy/surgery	yes	yes	
29844	Wrist arthroscopy/surgery	yes	yes	
29845	Wrist arthroscopy/surgery	yes	yes	
29846	Wrist arthroscopy/surgery	yes	yes	
29847	Wrist arthroscopy/surgery	yes	yes	
29848	Wrist endoscopy/surgery	yes	yes	
29850	Knee arthroscopy/surgery	yes	yes	
29851	Knee arthroscopy/surgery	yes	yes	
29855	Tibial arthroscopy/surgery	yes	yes	
29856	Tibial arthroscopy/surgery	yes	yes	
29860	Hip arthroscopy dx	yes	yes	
29861	Hip arthro w/fb removal	yes	yes	
29862	Hip arthr0 w/debridement	yes	yes	
29863	Hip arthr0 w/synovectomy	yes	yes	
29866	Autgrft implnt knee w/scope	yes	yes	
29867	Allgrft implnt knee w/scope	yes	yes	
29868	Meniscal trnspl knee w/scpe	yes	yes	
29870	Knee arthroscopy dx	yes	yes	
29871	Knee arthroscopy/drainage	yes	yes	
29873	Knee arthroscopy/surgery	yes	yes	
29874	Knee arthroscopy/surgery	yes	yes	
29875	Knee arthroscopy/surgery	yes	yes	
29876	Knee arthroscopy/surgery	yes	yes	
29877	Knee arthroscopy/surgery	yes	yes	
29879	Knee arthroscopy/surgery	yes	yes	
29880	Knee arthroscopy/surgery	yes	yes	
29881	Knee arthroscopy/surgery	yes	yes	
29882	Knee arthroscopy/surgery	yes	yes	
29883	Knee arthroscopy/surgery	yes	yes	
29884	Knee arthroscopy/surgery	yes	yes	
29885	Knee arthroscopy/surgery	yes	yes	
29886	Knee arthroscopy/surgery	yes	yes	
29887	Knee arthroscopy/surgery	yes	yes	
29888	Knee arthroscopy/surgery	yes	yes	
29889	Knee arthroscopy/surgery	yes	yes	
29891	Ankle arthroscopy/surgery	yes	yes	
29892	Ankle arthroscopy/surgery	yes	yes	
29893	Scope plantar fasciotomy	yes	yes	
29894	Ankle arthroscopy/surgery	yes	yes	
29895	Ankle arthroscopy/surgery	yes	yes	
29897	Ankle arthroscopy/surgery	yes	yes	
29898	Ankle arthroscopy/surgery	yes	yes	
29899	Ankle arthroscopy/surgery	yes	yes	
29900	Mcp joint arthroscopy dx	yes	yes	
29901	Mcp joint arthroscopy surg	yes	yes	
29902	Mcp joint arthroscopy surg	yes	yes	
29904	Subtalar arthro w/fb rmvl	yes	yes	
29905	Subtalar arthro w/exc	yes	yes	
29906	Subtalar arthro w/deb	yes	yes	
29907	Subtalar arthro w/fusion	yes	yes	
29914	Hip arthro w/femoroplasty	yes	yes	
29915	Hip arthro acetabuloplasty	yes	yes	
29916	Hip arthro w/labral repair	yes	yes	
29999	Arthroscopy of joint	yes	yes	
30000	Drainage of nose lesion	yes	yes	
30020	Drainage of nose lesion	yes	yes	
30110	Removal of nose polyp(s)	yes	yes	
30115	Removal of nose polyp(s)	yes	yes	
30117	Removal of intranasal lesion	yes	yes	
30118	Removal of intranasal lesion	yes	yes	
30120	Revision of nose	yes	yes	
30124	Removal of nose lesion	yes	yes	
30125	Removal of nose lesion	yes	yes	
30130	Excise inferior turbinate	yes	yes	
30140	Resect inferior turbinate	yes	yes	
30150	Partial removal of nose	yes	yes	
30160	Removal of nose	yes	yes	
30200	Injection treatment of nose	yes	yes	
30210	Nasal sinus therapy	yes	yes	
30220	Insert nasal septal button	yes	yes	
30300	Remove nasal foreign body	yes	yes	
30310	Remove nasal foreign body	yes	yes	
30320	Remove nasal foreign body	yes	yes	
30400	Reconstruction of nose	yes	yes	
30410	Reconstruction of nose	yes	yes	
30420	Reconstruction of nose	yes	yes	
30430	Revision of nose	yes	yes	
30435	Revision of nose	yes	yes	
30450	Revision of nose	yes	yes	
30460	Revision of nose	yes	yes	
30462	Revision of nose	yes	yes	
30465	Repair nasal stenosis	yes	yes	
30520	Repair of nasal septum	yes	yes	
30540	Repair nasal defect	yes	yes	
30545	Repair nasal defect	yes	yes	
30560	Release of nasal adhesions	yes	yes	
30580	Repair upper jaw fistula	yes	yes	
30600	Repair mouth/nose fistula	yes	yes	
30620	Intranasal reconstruction	yes	yes	
30630	Repair nasal septum defect	yes	yes	
30801	Ablate inf turbinate superf	yes	yes	
30802	Ablate inf turbinate submuc	yes	yes	
30901	Control of nosebleed	yes	yes	
30903	Control of nosebleed	yes	yes	
30905	Control of nosebleed	yes	yes	
30906	Repeat control of nosebleed	yes	yes	
30915	Ligation nasal sinus artery	yes	yes	
30920	Ligation upper jaw artery	yes	yes	
30930	Ther fx nasal inf turbinate	yes	yes	
30999	Nasal surgery procedure	yes	yes	
31000	Irrigation maxillary sinus	yes	yes	
31002	Irrigation sphenoid sinus	yes	yes	
31020	Exploration maxillary sinus	yes	yes	
31030	Exploration maxillary sinus	yes	yes	
31032	Explore sinus remove polyps	yes	yes	
31040	Exploration behind upper jaw	yes	yes	
31050	Exploration sphenoid sinus	yes	yes	
31051	Sphenoid sinus surgery	yes	yes	
31070	Exploration of frontal sinus	yes	yes	
31075	Exploration of frontal sinus	yes	yes	
31080	Removal of frontal sinus	yes	yes	
31081	Removal of frontal sinus	yes	yes	
31084	Removal of frontal sinus	yes	yes	
31085	Removal of frontal sinus	yes	yes	
31086	Removal of frontal sinus	yes	yes	
31087	Removal of frontal sinus	yes	yes	
31090	Exploration of sinuses	yes	yes	
31200	Removal of ethmoid sinus	yes	yes	
31201	Removal of ethmoid sinus	yes	yes	
31205	Removal of ethmoid sinus	yes	yes	
31225	Removal of upper jaw	yes	yes	
31230	Removal of upper jaw	yes	yes	
31231	Nasal endoscopy dx	yes	yes	
31233	Nsl/sins ndsc dx max sinusc	yes	yes	
31235	Nsl/sins ndsc dx sphn sinusc	yes	yes	
31237	Nasal/sinus endoscopy surg	yes	yes	
31238	Nasal/sinus endoscopy surg	yes	yes	
31239	Nasal/sinus endoscopy surg	yes	yes	
31240	Nasal/sinus endoscopy surg	yes	yes	
31241	Nsl/sins ndsc w/artery lig	yes	yes	
31253	Nsl/sins ndsc total	yes	yes	
31254	Nsl/sins ndsc w/prtl ethmdct	yes	yes	
31255	Nsl/sins ndsc w/tot ethmdct	yes	yes	
31256	Exploration maxillary sinus	yes	yes	
31257	Nsl/sins ndsc tot w/sphendt	yes	yes	
31259	Nsl/sins ndsc sphn tiss rmvl	yes	yes	
31267	Endoscopy maxillary sinus	yes	yes	
31276	Nsl/sins ndsc frnt tiss rmvl	yes	yes	
31287	Nasal/sinus endoscopy surg	yes	yes	
31288	Nasal/sinus endoscopy surg	yes	yes	
31290	Nasal/sinus endoscopy surg	yes	yes	
31291	Nasal/sinus endoscopy surg	yes	yes	
31292	Nsl/sins ndsc med/inf dcmprn	yes	yes	
31293	Nsl/sins ndsc med&inf dcmprn	yes	yes	
31294	Nsl/sins ndsc surg on dcmprn	yes	yes	
31295	Nsl/sins ndsc surg max sins	yes	yes	
31296	Nsl/sins ndsc surg frnt sins	yes	yes	
31297	Nsl/sins ndsc surg sphn sins	yes	yes	
31298	Nsl/sins ndsc surg frnt&sphn	yes	yes	
31299	Sinus surgery procedure	yes	yes	
31300	Removal of larynx lesion	yes	yes	
31360	Removal of larynx	yes	yes	
31365	Removal of larynx	yes	yes	
31367	Partial removal of larynx	yes	yes	
31368	Partial removal of larynx	yes	yes	
31370	Partial removal of larynx	yes	yes	
31375	Partial removal of larynx	yes	yes	
31380	Partial removal of larynx	yes	yes	
31382	Partial removal of larynx	yes	yes	
31390	Removal of larynx & pharynx	yes	yes	
31395	Reconstruct larynx & pharynx	yes	yes	
31400	Revision of larynx	yes	yes	
31420	Removal of epiglottis	yes	yes	
31500	Insert emergency airway	yes	yes	
31502	Change of windpipe airway	yes	yes	
31505	Diagnostic laryngoscopy	yes	yes	
31510	Laryngoscopy with biopsy	yes	yes	
31511	Remove foreign body larynx	yes	yes	
31512	Removal of larynx lesion	yes	yes	
31513	Injection into vocal cord	yes	yes	
31515	Laryngoscopy for aspiration	yes	yes	
31520	Dx laryngoscopy newborn	yes	yes	
31525	Dx laryngoscopy excl nb	yes	yes	
31526	Dx laryngoscopy w/oper scope	yes	yes	
31527	Laryngoscopy for treatment	yes	yes	
31528	Laryngoscopy and dilation	yes	yes	
31529	Laryngoscopy and dilation	yes	yes	
31530	Laryngoscopy w/fb removal	yes	yes	
31531	Laryngoscopy w/fb & op scope	yes	yes	
31535	Laryngoscopy w/biopsy	yes	yes	
31536	Laryngoscopy w/bx & op scope	yes	yes	
31540	Laryngoscopy w/exc of tumor	yes	yes	
31541	Larynscop w/tumr exc + scope	yes	yes	
31545	Remove vc lesion w/scope	yes	yes	
31546	Remove vc lesion scope/graft	yes	yes	
31551	Laryngoplasty laryngeal sten	yes	yes	
31552	Laryngoplasty laryngeal sten	yes	yes	
31553	Laryngoplasty laryngeal sten	yes	yes	
31554	Laryngoplasty laryngeal sten	yes	yes	
31560	Laryngoscop w/arytenoidectom	yes	yes	
31561	Larynscop remve cart + scop	yes	yes	
31570	Laryngoscope w/vc inj	yes	yes	
31571	Laryngoscop w/vc inj + scope	yes	yes	
31572	Largsc w/laser dstrj les	yes	yes	
31573	Largsc w/ther injection	yes	yes	
31574	Largsc w/njx augmentation	yes	yes	
31575	Diagnostic laryngoscopy	yes	yes	
31576	Laryngoscopy with biopsy	yes	yes	
31577	Largsc w/rmvl foreign bdy(s)	yes	yes	
31578	Largsc w/removal lesion	yes	yes	
31579	Laryngoscopy telescopic	yes	yes	
31580	Laryngoplasty laryngeal web	yes	yes	
31584	Laryngoplasty fx rdctj fixj	yes	yes	
31587	Laryngoplasty cricoid split	yes	yes	
31590	Reinnervate larynx	yes	yes	
31591	Laryngoplasty medialization	yes	yes	
31592	Cricotracheal resection	yes	yes	
31599	Larynx surgery procedure	yes	yes	
31600	Incision of windpipe	yes	yes	
31601	Incision of windpipe	yes	yes	
31603	Incision of windpipe	yes	yes	
31605	Incision of windpipe	yes	yes	
31610	Incision of windpipe	yes	yes	
31611	Surgery/speech prosthesis	yes	yes	
31612	Puncture/clear windpipe	yes	yes	
31613	Repair windpipe opening	yes	yes	
31614	Repair windpipe opening	yes	yes	
31615	Visualization of windpipe	yes	yes	
31622	Dx bronchoscope/wash	yes	yes	
31623	Dx bronchoscope/brush	yes	yes	
31624	Dx bronchoscope/lavage	yes	yes	
31625	Bronchoscopy w/biopsy(s)	yes	yes	
31626	Bronchoscopy w/markers	yes	yes	
31628	Bronchoscopy/lung bx each	yes	yes	
31629	Bronchoscopy/needle bx each	yes	yes	
31630	Bronchoscopy dilate/fx repr	yes	yes	
31631	Bronchoscopy dilate w/stent	yes	yes	
31634	Bronch w/balloon occlusion	yes	yes	
31635	Bronchoscopy w/fb removal	yes	yes	
31636	Bronchoscopy bronch stents	yes	yes	
31638	Bronchoscopy revise stent	yes	yes	
31640	Bronchoscopy w/tumor excise	yes	yes	
31641	Bronchoscopy treat blockage	yes	yes	
31643	Diag bronchoscope/catheter	yes	yes	
31645	Brnchsc w/ther aspir 1st	yes	yes	
31646	Brnchsc w/ther aspir sbsq	yes	yes	
31647	Bronchial valve init insert	yes	yes	
31648	Bronchial valve remov init	yes	yes	
31660	Bronch thermoplsty 1 lobe	yes	yes	
31661	Bronch thermoplsty 2/> lobes	yes	yes	
31717	Bronchial brush biopsy	yes	yes	
31720	Clearance of airways	yes	yes	
31725	Clearance of airways	yes	yes	
31730	Intro windpipe wire/tube	yes	yes	
31750	Repair of windpipe	yes	yes	
31755	Repair of windpipe	yes	yes	
31760	Repair of windpipe	yes	yes	
31766	Reconstruction of windpipe	yes	yes	
31770	Repair/graft of bronchus	yes	yes	
31775	Reconstruct bronchus	yes	yes	
31780	Reconstruct windpipe	yes	yes	
31781	Reconstruct windpipe	yes	yes	
31785	Remove windpipe lesion	yes	yes	
31786	Remove windpipe lesion	yes	yes	
31800	Repair of windpipe injury	yes	yes	
31805	Repair of windpipe injury	yes	yes	
31820	Closure of windpipe lesion	yes	yes	
31825	Repair of windpipe defect	yes	yes	
31830	Revise windpipe scar	yes	yes	
31899	Airways surgical procedure	yes	yes	
32035	Thoracostomy w/rib resection	yes	yes	
32036	Thoracostomy w/flap drainage	yes	yes	
32096	Open wedge/bx lung infiltr	yes	yes	
32097	Open wedge/bx lung nodule	yes	yes	
